trade_id,代码,信号日,买入日,卖出日,is_zt,lu_250d,lu_60d,lu_20d,est_float_cap,price,avg_amount_20d_yi,max_consec_zt,is_250d_high,days_since_last_zt,pre_vol_slope,pre_price_slope,pre_vol_expansion,pre_price_compression,pre_sum_chg,pre_pos_days,pre_close_pos,mkt_7pct_count,mkt_zt_count,mkt_avg_7pct_gain,mkt_hot_sector_count,mkt_sh_above_ma60,sec_zt_count,sec_avg_gain,sec_has_zhongjun,sec_stock_count,sec_is_top1,sec_rank,sec_pos_days_3d,key,评分,信号涨幅%,突破幅度%,量比MAVOL180,持有天数,label_3d_return,label_return_gt_5pct,label_return_gt_0pct,label_is_zt,label_max_return,label_max_drawdown,label_day1_return
361,600996,20251120,20251121,20251126,0,11,3,0,775.7,10.52,2.9,3,0,0,1.96,0.42,0.77,0.81,-1.02,4,0.34,79,50,9.91,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600996_20251120,80,10.0%,7.5,1.8,3,0.1155,1,1,0,0.1609523809523809,0.0028571428571427964,0.06476190476190473
362,603803,20251120,20251121,20251126,1,15,3,0,466.4,10.81,1.7,5,0,0,3.87,0.45,1.28,0.84,3.8,5,0.59,79,50,9.91,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603803_20251120,80,10.0%,8.0,1.9,3,0.0321,0,1,1,0.17824497257769664,-0.03382084095063979,-0.014625228519195626
363,002356,20251124,20251125,20251128,0,12,1,0,722.2,4.02,2.7,3,0,0,17.22,1.3,1.73,1.72,5.92,4,0.35,177,99,10.08,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002356_20251124,90,10.1%,8.4,4.0,3,0.0263,0,1,0,0.09181141439205957,-0.009925558312655096,0.027295285359801347
364,603216,20251124,20251125,20251201,1,18,1,0,308.8,22.99,1.0,4,1,0,19.0,2.5,3.1,4.09,25.73,5,1.0,177,99,10.08,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603216_20251124,80,10.0%,1.6,3.0,4,0.2915,1,1,1,0.3237410071942447,-0.027507405840033795,0.00253914515446476
365,002811,20251125,20251126,20251128,1,6,0,0,544.1,16.01,1.9,5,1,2,27.91,1.68,5.44,4.93,17.16,8,0.69,150,105,10.44,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002811_20251125,84,7.3%,6.8,3.3,2,0.0492,0,1,1,0.0884840598568641,-0.023422251138581617,0.0884840598568641
366,601116,20251126,20251127,20251202,0,13,1,0,1637.5,17.49,5.6,3,0,0,0.33,1.07,0.81,0.62,19.16,6,0.79,110,85,10.86,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601116_20251126,80,10.0%,5.7,2.7,3,-0.1235,0,0,0,-0.023995535714285893,-0.1250000000000001,-0.052455357142857206
367,603155,20251126,20251127,20251202,0,9,6,4,437.4,19.82,1.6,3,0,0,-8.68,-0.59,0.61,1.23,2.38,5,0.75,110,85,10.86,0,0,1.0,-1.05,0.0,39.0,0.0,13.0,1.0,603155_20251126,62,10.0%,2.4,1.7,3,-0.0298,0,0,0,0.05252317198764158,-0.05252317198764176,0.002574665293511697
368,000078,20251127,20251128,20251204,1,18,5,5,430.5,3.09,1.5,2,1,0,3.73,-0.46,1.36,1.89,4.7,4,1.0,104,69,10.58,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000078_20251127,90,10.0%,7.8,9.0,4,0.5735,1,1,1,0.6295081967213115,0.0819672131147541,0.22622950819672144
369,000510,20251127,20251128,20251203,0,21,8,0,1031.0,8.49,3.3,3,1,0,-5.12,0.37,0.71,1.57,15.08,6,1.0,104,69,10.58,1,0,1.0,1.82,0.0,15.0,0.0,6.0,2.0,000510_20251127,75,10.0%,6.5,1.5,3,0.10869999999999999,1,1,0,0.20365853658536587,0.04756097560975617,0.07317073170731725
370,603626,20251127,20251128,20251203,0,19,1,0,1412.5,13.12,5.5,6,0,0,-2.35,-1.23,0.86,1.03,-7.52,4,0.43,104,69,10.58,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603626_20251127,72,10.0%,10.3,1.6,3,-0.0279,0,0,0,0.04268292682926833,-0.02972560975609747,0.019054878048780487
371,603773,20251127,20251128,20251203,0,26,11,0,297.9,30.53,1.1,1,0,0,0.93,-0.84,1.0,1.25,-5.02,3,0.31,104,69,10.58,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603773_20251127,62,10.0%,5.5,1.1,3,0.0096,0,1,0,0.05000000000000004,-0.0013071895424837483,0.024836601307189475
372,600151,20251128,20251201,20251208,1,13,1,0,845.3,9.3,3.2,1,1,0,7.65,0.05,1.32,1.2,-3.2,3,0.18,141,97,10.31,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600151_20251128,75,10.1%,3.9,2.4,5,0.423,1,1,1,0.5841269841269843,0.0010582010582012237,0.08465608465608473
373,600337,20251128,20251201,20251204,0,14,0,0,457.3,2.74,1.7,2,0,0,13.73,-0.37,2.24,2.5,-1.91,4,0.28,141,97,10.31,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600337_20251128,80,10.0%,4.3,4.2,3,0.0003,0,1,0,0.0981132075471699,-0.007547169811320762,0.060377358490566094
374,600868,20251128,20251201,20251204,0,13,1,0,1509.7,3.58,5.5,3,0,0,7.31,-1.02,1.61,1.48,-3.21,4,0.68,141,97,10.31,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600868_20251128,90,10.2%,7.2,4.8,3,-0.053,0,0,0,0.14010989010989017,-0.04945054945054949,0.05769230769230768
375,603001,20251128,20251201,20251204,0,13,5,2,223.9,10.0,0.8,2,0,20,-1.61,-0.74,0.96,1.07,-3.92,4,0.6,141,97,10.31,1,0,0.0,1.76,0.0,7.0,0.0,68.0,3.0,603001_20251128,64,9.4%,1.4,1.8,3,-0.1506,0,0,0,-0.0910910910910911,-0.1531531531531531,-0.11811811811811809
376,002981,20251201,20251202,20251205,0,8,3,2,157.2,32.57,0.6,2,0,0,3.91,0.16,1.13,0.96,0.97,5,0.82,123,82,10.37,1,1,2.0,3.6,0.0,15.0,0.0,2.0,2.0,002981_20251201,75,10.0%,7.1,1.4,3,-0.051,0,0,0,0.0781968721251149,-0.06133088009812941,0.015332720024532353
377,600246,20251201,20251202,20251205,0,23,9,3,3916.7,13.93,14.0,4,0,2,16.4,1.0,2.62,1.8,5.73,3,0.66,123,82,10.37,1,1,0.0,0.76,1.0,14.0,0.0,18.0,3.0,600246_20251201,79,7.8%,6.9,2.5,3,-0.0652,0,0,0,0.012481644640234943,-0.07121879588839933,-0.02716593245227601
378,603928,20251201,20251202,20251205,0,9,6,6,358.4,17.07,1.4,6,0,0,3.78,0.09,0.81,0.98,-0.59,4,0.17,123,82,10.37,1,1,3.0,1.86,0.0,21.0,1.0,1.0,3.0,603928_20251201,72,10.0%,7.2,1.7,3,-0.0177,0,0,0,0.03620178041543023,-0.024925816023738973,0.021364985163204713
379,603933,20251201,20251202,20251205,1,15,3,2,888.0,25.32,3.0,3,1,0,15.11,0.88,2.61,2.11,14.79,7,1.0,123,82,10.37,1,1,1.0,0.88,0.0,9.0,0.0,11.0,2.0,603933_20251201,65,10.0%,0.8,1.3,3,0.1211,1,1,1,0.1993923281428029,-0.0474743638435245,-0.008735282947208389
380,000593,20251202,20251203,20251208,0,22,6,2,1592.9,13.02,5.3,3,1,0,2.28,1.37,1.34,2.03,10.3,5,0.6,66,55,10.66,0,0,1.0,1.2,0.0,5.0,0.0,10.0,2.0,000593_20251202,80,10.0%,1.4,3.2,3,-0.0504,0,0,0,0.09607993850883935,-0.05611068408916221,-0.0007686395080706985
381,603163,20251202,20251203,20251208,0,29,4,2,595.1,58.27,2.0,2,1,0,0.91,2.03,1.03,1.29,13.58,5,0.78,66,55,10.66,0,0,1.0,2.1,0.0,9.0,0.0,4.0,2.0,603163_20251202,75,10.0%,6.5,1.1,3,0.0317,0,1,0,0.05782312925170078,-0.03265306122448971,0.023469387755102086
382,000571,20251203,20251204,20251209,1,11,5,2,494.2,6.49,1.7,1,1,0,1.65,0.22,1.12,1.11,3.61,6,0.75,78,61,9.9,0,0,1.0,5.87,0.0,2.0,0.0,5.0,2.0,000571_20251203,90,10.0%,8.3,3.8,3,-0.044500000000000005,0,0,1,0.06534954407294828,-0.08662613981762922,-0.031914893617021274
383,002631,20251203,20251204,20251209,0,11,4,3,238.3,5.71,0.9,1,0,0,-6.74,-0.39,0.76,0.33,-5.0,5,0.27,78,61,9.9,0,0,1.0,0.36,0.0,13.0,0.0,11.0,2.0,002631_20251203,65,10.0%,2.5,1.2,3,0.0231,0,1,0,0.09413854351687394,0.008880994671403165,0.07815275310834821
384,600707,20251203,20251204,20251209,0,15,9,3,441.3,6.36,1.6,1,0,0,1.92,-0.13,1.14,0.93,-0.22,6,0.76,78,61,9.9,0,0,2.0,0.06,1.0,27.0,0.0,1.0,3.0,600707_20251203,80,10.0%,0.8,5.4,3,-0.0067,0,0,0,0.05993690851735014,-0.017350157728706534,0.045741324921135654
385,603906,20251203,20251204,20251209,0,9,3,0,3451.5,23.41,11.9,2,1,0,16.32,1.96,2.24,0.71,12.73,5,0.88,78,61,9.9,0,0,1.0,-1.06,0.0,11.0,0.0,10.0,1.0,603906_20251203,65,10.0%,3.1,1.1,3,-0.161,0,0,0,-0.09208333333333336,-0.16125000000000003,-0.11875000000000006
386,002347,20251204,20251205,20251210,0,8,0,0,264.3,7.39,1.0,9,0,0,-6.92,0.06,0.73,0.45,-2.35,5,0.35,69,49,10.66,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002347_20251204,65,10.0%,2.5,1.4,3,0.0087,0,1,0,0.0986486486486487,0.0,0.03783783783783775
387,600879,20251204,20251205,20251210,0,11,1,1,3210.6,12.26,11.9,1,1,100,14.94,0.9,2.39,2.16,5.77,5,0.65,69,49,10.66,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600879_20251204,79,8.1%,3.9,4.5,3,0.1247,1,1,0,0.17235636969192342,0.06577851790174861,0.11656952539550378
388,603696,20251204,20251205,20251210,1,15,0,0,1096.7,17.7,3.5,6,1,0,19.55,3.22,2.53,2.66,28.79,8,1.0,69,49,10.66,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603696_20251204,75,10.0%,0.7,2.2,3,0.3235,1,1,1,0.49480968858131497,0.17416378316032294,0.23529411764705893
389,605299,20251204,20251205,20251210,1,15,1,0,360.3,11.77,1.3,1,1,0,8.34,0.74,1.28,0.73,6.69,5,0.82,69,49,10.66,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,605299_20251204,85,10.0%,5.4,3.8,3,0.2901,1,1,1,0.46808510638297873,0.15659574468085105,0.2127659574468085
390,002830,20251205,20251208,20251211,0,16,6,2,244.8,22.66,0.8,2,1,0,-3.25,1.36,0.82,1.39,17.45,6,1.0,169,110,10.48,0,0,1.0,2.29,0.0,7.0,0.0,11.0,0.0,002830_20251205,80,10.0%,3.0,3.4,3,-0.1252,0,0,0,0.11002331002331,-0.12167832167832165,0.04428904428904426
391,002885,20251205,20251208,20251211,0,17,5,0,2211.1,26.47,9.4,3,0,0,-7.46,0.17,0.48,1.0,0.98,4,0.13,169,110,10.48,0,0,1.0,2.69,0.0,9.0,0.0,9.0,2.0,002885_20251205,67,10.0%,10.6,1.2,3,-0.0479,0,0,0,0.017400962606442017,-0.05220288781932618,-0.00629396519807485
392,002969,20251205,20251208,20251231,1,23,2,0,275.4,4.32,1.0,2,1,0,17.66,1.34,4.18,2.08,9.62,5,0.52,169,110,10.48,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002969_20251205,70,9.9%,2.6,1.5,17,1.8738,1,1,1,1.9636363636363632,-0.038636363636363615,0.03636363636363619
393,002029,20251208,20251209,20251212,0,11,2,1,2067.7,11.76,7.4,2,1,0,5.1,0.75,1.11,0.58,13.81,5,0.7,165,106,10.4,1,1,1.0,2.57,0.0,7.0,0.0,10.0,1.0,002029_20251208,80,10.0%,6.3,2.5,3,-0.0332,0,0,0,0.021452145214521583,-0.0693069306930693,-0.008250825082508222
394,002536,20251208,20251209,20251212,0,15,4,3,1066.8,23.43,4.0,4,0,100,-11.58,0.3,0.55,0.69,5.32,6,0.78,165,106,10.4,1,1,0.0,1.44,0.0,47.0,0.0,42.0,2.0,002536_20251208,64,7.5%,3.5,1.1,3,0.004,0,1,0,0.03933054393305445,-0.01882845188284516,0.03556485355648542
395,002943,20251208,20251209,20251212,0,14,4,2,411.9,36.14,1.5,1,0,0,-2.83,0.25,0.72,0.84,3.99,6,0.7,165,106,10.4,1,1,4.0,2.28,1.0,46.0,1.0,1.0,3.0,002943_20251208,70,10.0%,2.3,1.8,3,0.0333,0,1,0,0.07360265633646919,-0.017155506364139386,0.0550636413945767
396,603083,20251208,20251209,20251212,0,22,6,1,9783.9,118.0,35.8,3,0,35,-3.57,1.29,0.86,0.44,16.13,5,0.82,165,106,10.4,1,1,1.0,3.46,1.0,21.0,0.0,3.0,1.0,603083_20251208,69,7.0%,6.3,1.0,3,-0.0085,0,0,0,0.03958333333333333,-0.05266666666666661,-0.017499999999999953
397,002512,20251209,20251210,20251215,0,14,1,1,4135.7,7.84,12.5,4,1,0,3.65,2.1,1.15,1.09,28.02,7,1.0,89,66,10.24,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002512_20251209,85,10.0%,9.1,2.0,3,-0.1311,0,0,0,-0.01658163265306121,-0.1900510204081633,-0.07653061224489792
398,603023,20251209,20251210,20251215,0,10,1,0,279.6,5.45,1.0,2,1,0,18.76,1.53,2.46,1.18,15.66,7,1.0,89,66,10.24,0,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603023_20251209,80,10.1%,1.9,5.4,3,-0.115,0,0,0,0.00756143667296787,-0.15311909262759918,-0.020793950850661685
399,000980,20251210,20251211,20251216,0,12,4,0,1984.1,4.12,7.2,2,0,19,-0.76,0.87,0.86,0.61,9.68,6,0.82,103,68,9.86,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000980_20251210,69,7.3%,4.3,1.6,3,-0.1207,0,0,0,-0.04306220095693773,-0.1267942583732057,-0.07894736842105254
400,002682,20251210,20251211,20251216,1,15,0,0,2607.9,10.49,6.9,6,1,0,-8.27,6.92,0.43,5.12,60.55,9,1.0,103,68,9.86,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002682_20251210,90,10.0%,8.2,5.9,3,0.0194,0,1,1,0.1371428571428571,-0.11809523809523811,0.0333333333333333
401,600340,20251210,20251211,20251216,0,9,0,0,3103.1,2.66,12.9,4,0,0,-4.34,0.55,0.66,1.25,2.21,4,0.26,103,68,9.86,1,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600340_20251210,85,9.9%,11.1,2.7,3,-0.1054,0,0,0,-0.04905660377358487,-0.1433962264150943,-0.08679245283018867
402,601869,20251210,20251211,20251216,0,30,4,1,3936.0,98.43,13.5,2,0,0,-6.5,0.11,1.03,0.98,4.63,4,0.69,103,68,9.86,1,0,3.0,1.94,1.0,21.0,1.0,1.0,3.0,601869_20251210,80,10.0%,6.1,2.2,3,-0.128,0,0,0,0.058823529411764705,-0.13421568627450978,0.03647058823529411
403,002202,20251211,20251212,20251217,0,13,2,2,4252.8,16.98,15.5,1,0,0,-0.28,0.32,0.62,1.08,1.97,4,0.48,79,53,11.33,0,0,1.0,2.35,1.0,4.0,0.0,12.0,0.0,002202_20251211,80,10.0%,6.0,2.5,3,-0.0213,0,0,0,0.06718192627824013,-0.041617122473246095,0.04042806183115337
404,000506,20251212,20251215,20251218,0,18,6,3,836.7,13.26,3.1,2,0,42,1.13,0.02,1.36,1.13,0.3,4,0.68,164,118,11.11,3,0,0.0,3.93,0.0,7.0,0.0,33.0,2.0,000506_20251212,69,7.8%,7.8,1.5,3,0.0258,0,1,0,0.05338345864661647,-0.03684210526315791,-0.021804511278195556
405,603031,20251212,20251215,20251218,0,11,3,0,482.2,44.19,1.7,1,0,0,1.76,0.47,1.12,1.34,1.88,5,0.71,164,118,11.11,3,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603031_20251212,85,10.0%,7.3,2.1,3,-0.1559,0,0,0,-0.03347098456857203,-0.1627906976744185,-0.1621386655074984
406,603127,20251212,20251215,20251218,0,12,4,2,1568.1,34.35,5.5,2,0,0,19.95,1.18,4.09,4.43,11.5,6,0.79,164,118,11.11,3,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603127_20251212,70,10.0%,5.7,1.4,3,0.0496,0,1,0,0.08731563421828911,0.010324483775811251,0.014159292035398348
407,000592,20251215,20251216,20251219,0,25,1,1,17886.9,14.81,54.7,5,1,0,-1.6,1.56,0.88,0.69,19.11,6,0.93,105,77,10.56,0,0,1.0,9.62,1.0,1.0,0.0,7.0,3.0,000592_20251215,85,9.6%,6.8,2.0,3,-0.0564,0,0,0,0.10027855153203352,-0.08008356545960993,-0.037604456824512474
408,600186,20251215,20251216,20251219,0,14,9,1,528.1,5.81,2.0,2,0,0,1.52,-0.4,1.16,0.96,-5.45,2,0.03,105,77,10.56,0,0,1.0,6.11,0.0,2.0,0.0,17.0,1.0,600186_20251215,70,10.0%,3.8,2.0,3,0.005,0,1,0,0.06429780033840946,-0.027072758037225066,0.011844331641286003
409,603390,20251216,20251217,20251222,0,3,3,0,124.6,12.83,0.5,4,0,100,4.05,-0.45,1.17,1.14,-3.89,3,0.24,73,56,11.13,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603390_20251216,66,7.0%,4.2,1.9,3,0.056600000000000004,1,1,0,0.0841346153846153,0.012019230769230798,0.032051282051282076
410,002703,20251217,20251218,20251222,1,12,2,0,730.3,14.47,2.6,2,0,0,0.59,0.42,1.08,2.14,9.52,5,1.0,127,76,10.04,2,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002703_20251217,80,10.0%,4.0,4.6,2,0.28859999999999997,1,1,1,0.3459119496855347,0.06918238993710693,0.22361984626135575
411,002910,20251217,20251218,20251223,1,13,5,3,223.3,11.28,0.9,5,0,0,2.41,-1.06,1.21,2.22,-8.84,4,0.23,127,76,10.04,2,0,1.0,0.44,0.0,5.0,0.0,12.0,2.0,002910_20251217,67,10.1%,9.3,1.3,3,0.1748,1,1,1,0.3921739130434784,0.013913043478260882,0.18695652173913047
412,601231,20251217,20251218,20251223,1,13,1,0,1929.4,28.19,6.6,2,1,0,6.35,1.42,1.15,0.62,14.28,6,0.86,127,76,10.04,2,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601231_20251217,75,10.0%,8.2,1.4,3,-0.0184,0,0,1,0.041858815182688885,-0.0830081589216034,-0.0652713728272437
413,601869,20251217,20251218,20251223,1,30,4,1,4623.7,98.23,16.9,2,0,0,8.67,2.0,1.17,1.87,8.8,6,0.32,127,76,10.04,2,0,4.0,5.13,1.0,21.0,1.0,1.0,1.0,601869_20251217,75,10.0%,6.4,1.6,3,0.2325,1,1,1,0.2553921568627452,0.029411764705882353,0.1323529411764706
414,002361,20251218,20251219,20251230,1,26,3,1,844.4,7.43,3.1,3,0,0,9.06,0.61,1.97,2.3,3.28,6,0.31,109,76,10.65,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002361_20251218,65,10.1%,3.3,1.3,7,0.69,1,1,1,0.8818181818181818,0.07142857142857141,0.16753246753246753
415,002865,20251218,20251219,20251225,1,15,3,1,1675.6,47.64,5.7,2,0,0,18.68,1.78,3.04,4.24,19.18,6,0.88,109,76,10.65,0,0,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002865_20251218,80,10.0%,2.1,3.0,4,0.07150000000000001,1,1,1,0.11810344827586215,-0.08405172413793101,0.06681034482758624
416,601212,20251222,20251223,20251226,0,18,0,0,2399.8,5.7,8.7,3,0,0,0.02,0.16,1.18,1.57,0.37,4,0.53,178,111,10.17,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,601212_20251222,80,10.0%,10.2,1.5,3,-0.018600000000000002,0,0,0,0.00671140939597316,-0.08557046979865768,-0.011744966442953067
417,000759,20251223,20251224,20251229,0,11,8,3,2307.8,8.91,8.1,6,0,0,-1.35,0.31,1.02,0.65,6.19,5,0.71,116,81,10.54,1,1,1.0,-0.03,0.0,8.0,0.0,3.0,2.0,000759_20251223,80,10.0%,5.6,2.5,3,-0.0819,0,0,0,0.027272727272727094,-0.08522727272727272,-0.032954545454545556
418,002272,20251223,20251224,20251230,1,19,5,0,811.4,15.92,2.9,3,0,0,3.19,0.09,1.21,1.16,1.58,4,0.73,116,81,10.54,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002272_20251223,70,10.0%,6.5,1.3,4,0.1452,1,1,1,0.24493670886075955,-0.009493670886075972,0.017088607594936682
419,002957,20251223,20251224,20251229,0,14,4,0,393.7,21.78,1.4,1,0,0,3.69,-0.4,1.37,1.86,-0.93,5,0.72,116,81,10.54,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002957_20251223,85,10.0%,8.4,2.5,3,-0.003,0,0,0,0.05961182994454709,-0.0013863216266174277,0.04574861367837331
420,603052,20251223,20251224,20251229,0,22,4,0,622.8,32.74,2.4,1,0,12,-4.7,-1.05,0.85,0.7,-7.79,2,0.17,116,81,10.54,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603052_20251223,61,7.3%,2.6,3.0,3,-0.0069,0,0,0,0.04555247768544157,-0.020313942751615993,0.01692828562634648
421,603978,20251223,20251224,20251229,1,13,1,0,1008.4,28.27,4.2,2,0,0,-7.69,-1.22,0.55,0.65,-10.07,3,0.34,116,81,10.54,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603978_20251223,62,10.0%,8.6,1.2,3,0.010700000000000001,0,1,1,0.09837201246969171,-0.043297540699688254,-0.0013855213023901177
422,002008,20251224,20251225,20251230,0,11,6,1,2181.6,41.58,8.0,1,0,100,-1.33,-0.14,0.98,0.71,-1.35,3,0.7,186,123,10.04,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002008_20251224,69,8.3%,7.5,1.3,3,0.0105,0,1,0,0.05275895450145207,-0.0014520813165537821,0.026137463697967045
423,002163,20251224,20251225,20251229,1,12,0,0,4782.7,19.35,15.3,4,1,0,-13.85,-0.88,0.46,1.18,4.04,4,0.79,186,123,10.04,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002163_20251224,75,10.0%,0.6,2.0,2,0.2134,1,1,1,0.24218362282878425,0.0327543424317618,0.1290322580645162
424,002865,20251224,20251225,20251229,1,15,3,1,2300.7,49.01,8.2,2,0,0,12.06,3.06,1.68,1.38,19.08,6,0.54,186,123,10.04,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002865_20251224,80,10.0%,4.6,2.9,2,0.1685,1,1,1,0.21964033138007671,0.024045261669023998,0.10870883006668004
425,600475,20251224,20251225,20251230,0,18,1,0,693.8,19.1,2.6,6,0,0,-8.43,-0.7,0.69,0.45,-3.54,4,0.32,186,123,10.04,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,600475_20251224,57,10.0%,4.1,1.2,3,-0.055099999999999996,0,0,0,0.030943785456420726,-0.06859205776173294,-0.013924703455389353
426,603031,20251224,20251225,20251230,0,11,3,0,1349.9,49.86,4.6,1,1,3,4.92,0.95,1.0,0.85,16.09,6,0.83,186,123,10.04,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603031_20251224,79,8.2%,2.5,4.1,3,-0.0987,0,0,0,-0.011078140454994959,-0.10286844708209686,-0.05697329376854591
427,603083,20251224,20251225,20251230,0,22,6,1,10125.0,129.11,36.0,3,0,47,-2.65,0.04,0.91,0.87,2.81,4,0.77,186,123,10.04,2,1,1.0,2.0,1.0,21.0,0.0,7.0,2.0,603083_20251224,59,7.3%,0.9,1.1,3,0.0797,1,1,0,0.13490196078431363,-0.046274509803921615,-0.005725490196078462
428,603212,20251224,20251225,20251230,0,7,2,2,1371.9,15.0,5.0,1,1,6,8.24,1.36,1.15,1.01,5.34,4,0.64,186,123,10.04,2,1,0.0,3.23,0.0,8.0,0.0,63.0,3.0,603212_20251224,74,7.1%,2.2,2.7,3,-0.058899999999999994,0,0,0,0.08144192256341781,-0.06141522029372496,0.022696929238985305
429,000559,20251225,20251226,20260106,1,13,0,0,3350.0,13.44,12.3,4,0,0,9.4,0.3,2.0,1.21,3.96,5,0.77,164,117,10.35,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,000559_20251225,75,10.0%,9.4,1.0,7,0.33649999999999997,1,1,1,0.3866666666666666,-0.002222222222222175,0.05629629629629628
430,000859,20251225,20251226,20251231,0,18,3,1,5689.2,11.56,18.7,4,1,0,-1.24,0.06,1.09,1.11,8.76,5,0.7,164,117,10.35,2,1,1.0,0.84,1.0,21.0,0.0,15.0,3.0,000859_20251225,75,10.0%,3.2,2.6,3,-0.0926,0,0,0,0.045004500450045004,-0.11251125112511251,-0.003600360036003524
431,600376,20251225,20251226,20251231,1,26,3,2,2077.5,5.92,7.9,6,0,0,4.72,-0.45,1.5,0.89,-1.67,4,0.55,164,117,10.35,2,1,1.0,1.13,0.0,14.0,0.0,9.0,2.0,600376_20251225,85,10.0%,9.7,2.2,3,0.1131,1,1,1,0.21621621621621626,0.0,0.05743243243243241
432,600793,20251225,20251226,20251231,0,8,6,6,179.0,23.41,0.7,4,0,0,-0.48,0.03,1.05,0.59,1.17,5,0.63,164,117,10.35,2,1,1.0,3.89,0.0,7.0,0.0,18.0,2.0,600793_20251225,65,10.0%,3.3,1.0,3,-0.10220000000000001,0,0,0,-0.032037590773173856,-0.10721913712088857,-0.048697137975224285
433,605598,20251225,20251226,20251231,0,21,3,2,2391.0,61.9,7.6,3,1,0,-0.74,0.24,1.22,1.13,7.69,5,1.0,164,117,10.35,2,1,2.0,2.81,0.0,9.0,0.0,3.0,3.0,605598_20251225,75,10.0%,7.1,1.2,3,0.0959,1,1,0,0.16708860759493674,0.038607594936708824,0.11787974683544308
434,002347,20251226,20251229,20260106,1,8,0,0,1144.8,9.3,3.9,2,0,0,-8.06,0.02,0.74,0.72,6.73,4,0.95,148,107,10.88,1,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002347_20251226,80,10.1%,4.3,2.3,6,0.3786,1,1,1,0.42842430484037053,-0.051493305870236865,0.15859938208032945
435,000700,20251229,20251230,20260106,0,15,5,1,1881.7,12.63,6.5,2,0,0,4.14,0.61,1.37,0.95,4.57,5,0.9,141,104,10.92,2,1,4.0,1.82,0.0,47.0,1.0,1.0,2.0,000700_20251229,75,10.0%,2.9,2.2,5,0.1465,1,1,0,0.21652639632746748,0.037490436113236436,0.10022953328232598
436,002202,20251229,20251230,20260113,1,13,2,2,9487.9,21.66,30.3,1,1,0,6.22,1.61,1.57,2.04,12.65,7,0.84,141,104,10.92,2,1,1.0,3.38,1.0,4.0,0.0,14.0,3.0,002202_20251229,85,10.0%,8.8,2.0,10,0.539,1,1,1,0.6824170831440254,-0.11631076783280336,-0.07314856883234906
437,002716,20251229,20251230,20260106,0,18,0,0,3241.7,7.28,11.8,2,0,100,9.79,1.07,1.52,1.24,8.32,4,0.88,141,104,10.92,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,002716_20251229,79,7.2%,5.0,2.6,5,0.1545,1,1,0,0.17672413793103442,-0.007183908045976986,-0.005747126436781614
438,603186,20251229,20251230,20260106,0,15,9,1,919.1,50.69,3.3,1,0,24,5.44,0.87,1.48,1.3,5.41,5,0.82,141,104,10.92,2,1,1.0,2.08,0.0,13.0,0.0,7.0,2.0,603186_20251229,64,7.8%,1.1,1.8,5,-0.0155,0,0,0,0.0672807368842611,-0.02763315979175001,-0.006808169803764444
